probe_position,dataset_index,probe_split,label
204,40296,basis_fit,6
205,55895,basis_fit,9
206,55220,basis_fit,9
207,6116,basis_fit,1
208,19439,basis_fit,3
209,18314,basis_fit,2
210,49847,basis_fit,8
211,33407,basis_fit,5
212,56924,basis_fit,9
213,14485,basis_fit,2
214,31208,basis_fit,5
215,59777,basis_fit,9
216,22773,basis_fit,3
217,54315,basis_fit,9
218,47285,basis_fit,7
219,12620,basis_fit,1
220,45149,basis_fit,7
221,34724,basis_fit,5
222,57386,basis_fit,9
223,52839,basis_fit,8
224,5087,basis_fit,0
225,47731,basis_fit,7
226,9384,basis_fit,1
227,23425,basis_fit,3
228,38149,basis_fit,6
229,25610,basis_fit,4
230,7180,basis_fit,1
231,53649,basis_fit,8
232,37040,basis_fit,6
233,11405,basis_fit,1
234,32743,basis_fit,5
235,26921,basis_fit,4
236,37939,basis_fit,6
237,59130,basis_fit,9
238,20272,basis_fit,3
239,3897,basis_fit,0
240,54576,basis_fit,9
241,10061,basis_fit,1
242,12736,basis_fit,2
243,50894,basis_fit,8
244,21832,basis_fit,3
245,22014,basis_fit,3
246,47752,basis_fit,7
247,49972,basis_fit,8
248,24588,basis_fit,3
249,15394,basis_fit,2
250,10505,basis_fit,1
251,53376,basis_fit,8
252,23731,basis_fit,3
253,29318,basis_fit,4
254,27436,basis_fit,4
255,28179,basis_fit,4
256,44946,basis_fit,7
257,46290,basis_fit,7
258,48607,basis_fit,8
259,17538,basis_fit,2
260,35023,basis_fit,5
261,11746,basis_fit,1
262,56238,basis_fit,9
263,1135,basis_fit,0
264,54387,basis_fit,9
265,41578,basis_fit,6
266,9283,basis_fit,1
267,1228,basis_fit,0
268,51548,basis_fit,8
269,44947,basis_fit,7
270,34854,basis_fit,5
271,28606,basis_fit,4
272,39703,basis_fit,6
273,43089,basis_fit,7
274,58318,basis_fit,9
275,52386,basis_fit,8
276,448,basis_fit,0
277,25246,basis_fit,4
278,41035,basis_fit,6
279,52377,basis_fit,8
280,17977,basis_fit,2
281,34269,basis_fit,5
282,56915,basis_fit,9
283,13432,basis_fit,2
284,16126,basis_fit,2
285,6610,basis_fit,1
286,32094,basis_fit,5
287,56811,basis_fit,9
288,26299,basis_fit,4
289,27171,basis_fit,4
290,15117,basis_fit,2
291,18035,basis_fit,2
292,26823,basis_fit,4
293,1174,basis_fit,0
294,32695,basis_fit,5
295,44537,basis_fit,7
296,17923,basis_fit,2
297,51514,basis_fit,8
298,42740,basis_fit,7
299,32278,basis_fit,5
300,7078,basis_fit,1
301,17939,basis_fit,2
302,26383,basis_fit,4
303,56043,basis_fit,9
304,52656,basis_fit,8
305,53027,basis_fit,8
306,7086,basis_fit,1
307,3476,basis_fit,0
308,1980,basis_fit,0
309,54040,basis_fit,8
310,9736,basis_fit,1
311,56521,basis_fit,9
312,9411,basis_fit,1
313,52819,basis_fit,8
314,12133,basis_fit,1
315,40410,basis_fit,6
316,30438,basis_fit,4
317,54175,basis_fit,9
318,45546,basis_fit,7
319,30411,basis_fit,4
320,12703,basis_fit,2
321,19097,basis_fit,3
322,44060,basis_fit,7
323,52473,basis_fit,8
324,24157,basis_fit,3
325,54550,basis_fit,9
326,9434,basis_fit,1
327,56465,basis_fit,9
328,2340,basis_fit,0
329,56157,basis_fit,9
330,58652,basis_fit,9
331,36692,basis_fit,6
332,43015,basis_fit,7
333,39729,basis_fit,6
334,50060,basis_fit,8
335,13470,basis_fit,2
336,11927,basis_fit,1
337,27277,basis_fit,4
338,16406,basis_fit,2
339,3659,basis_fit,0
340,829,basis_fit,0
341,44087,basis_fit,7
342,12752,basis_fit,2
343,56017,basis_fit,9
344,10662,basis_fit,1
345,54989,basis_fit,9
346,1934,basis_fit,0
347,13691,basis_fit,2
348,18819,basis_fit,3
349,22690,basis_fit,3
350,44249,basis_fit,7
351,59465,basis_fit,9
352,21357,basis_fit,3
353,53120,basis_fit,8
354,43960,basis_fit,7
355,29549,basis_fit,4
356,7031,basis_fit,1
357,46447,basis_fit,7
358,51095,basis_fit,8
359,4260,basis_fit,0
360,30003,basis_fit,4
361,35762,basis_fit,5
362,30022,basis_fit,4
363,59663,basis_fit,9
364,9306,basis_fit,1
365,21360,basis_fit,3
366,29324,basis_fit,4
367,5703,basis_fit,0
368,44156,basis_fit,7
369,29034,basis_fit,4
370,19161,basis_fit,3
371,54434,basis_fit,9
372,16310,basis_fit,2
373,44299,basis_fit,7
374,27865,basis_fit,4
375,44345,basis_fit,7
376,29764,basis_fit,4
377,50522,basis_fit,8
378,18737,basis_fit,3
379,23571,basis_fit,3
380,42622,basis_fit,7
381,26635,basis_fit,4
382,29405,basis_fit,4
383,46455,basis_fit,7
384,55660,basis_fit,9
385,4663,basis_fit,0
386,19645,basis_fit,3
387,38694,basis_fit,6
388,34590,basis_fit,5
389,3895,basis_fit,0
390,10939,basis_fit,1
391,9742,basis_fit,1
392,49794,basis_fit,8
393,2501,basis_fit,0
394,208,basis_fit,0
395,3010,basis_fit,0
396,22401,basis_fit,3
397,6111,basis_fit,1
398,48570,basis_fit,8
399,16331,basis_fit,2
400,6389,basis_fit,1
401,57062,basis_fit,9
402,49183,basis_fit,8
403,45427,basis_fit,7
404,51966,basis_fit,8
405,58620,basis_fit,9
406,36714,basis_fit,6
407,46053,basis_fit,7
408,18555,basis_fit,2
409,16346,basis_fit,2
410,38210,basis_fit,6
411,41196,basis_fit,6
412,58290,basis_fit,9
413,52644,basis_fit,8
414,12034,basis_fit,1
415,8616,basis_fit,1
416,7668,basis_fit,1
417,29743,basis_fit,4
418,48881,basis_fit,8
419,26693,basis_fit,4
420,21996,basis_fit,3
421,15410,basis_fit,2
422,37613,basis_fit,6
423,7936,basis_fit,1
424,7211,basis_fit,1
425,25256,basis_fit,4
426,18540,basis_fit,2
427,19852,basis_fit,3
428,12993,basis_fit,2
429,24968,basis_fit,4
430,7498,basis_fit,1
431,20491,basis_fit,3
432,50101,basis_fit,8
433,38939,basis_fit,6
434,58054,basis_fit,9
435,29953,basis_fit,4
436,51025,basis_fit,8
437,22344,basis_fit,3
438,33117,basis_fit,5
439,16057,basis_fit,2
440,41540,basis_fit,6
441,57346,basis_fit,9
442,26926,basis_fit,4
443,35963,basis_fit,5
444,57526,basis_fit,9
445,12839,basis_fit,2
446,26856,basis_fit,4
447,32220,basis_fit,5
448,534,basis_fit,0
449,3978,basis_fit,0
450,48402,basis_fit,8
451,24791,basis_fit,4
452,47796,basis_fit,7
453,47736,basis_fit,7
454,23948,basis_fit,3
455,11426,basis_fit,1
456,40075,basis_fit,6
457,25651,basis_fit,4
458,42529,basis_fit,7
459,39015,basis_fit,6
460,24458,basis_fit,3
461,31424,basis_fit,5
462,48118,basis_fit,7
463,40079,basis_fit,6
464,51597,basis_fit,8
465,52978,basis_fit,8
466,35005,basis_fit,5
467,34266,basis_fit,5
468,763,basis_fit,0
469,48805,basis_fit,8
470,11169,basis_fit,1
471,49235,basis_fit,8
472,6710,basis_fit,1
473,4937,basis_fit,0
474,7088,basis_fit,1
475,56824,basis_fit,9
476,42208,basis_fit,7
477,16781,basis_fit,2
478,54158,basis_fit,9
479,16151,basis_fit,2
480,20751,basis_fit,3
481,48046,basis_fit,7
482,8121,basis_fit,1
483,50067,basis_fit,8
484,15296,basis_fit,2
485,2391,basis_fit,0
486,20537,basis_fit,3
487,41156,basis_fit,6
488,58684,basis_fit,9
489,57657,basis_fit,9
490,42621,basis_fit,7
491,19099,basis_fit,3
492,4845,basis_fit,0
493,22304,basis_fit,3
494,19175,basis_fit,3
495,10052,basis_fit,1
496,4125,basis_fit,0
497,7376,basis_fit,1
498,5469,basis_fit,0
499,17534,basis_fit,2
500,29749,basis_fit,4
501,49856,basis_fit,8
502,43549,basis_fit,7
503,16906,basis_fit,2
504,45743,basis_fit,7
505,28702,basis_fit,4
506,12457,basis_fit,1
507,40308,basis_fit,6
508,28553,basis_fit,4
509,1170,basis_fit,0
510,11288,basis_fit,1
511,37346,basis_fit,6
512,767,basis_eval,0
513,4074,basis_eval,0
514,17038,basis_eval,2
515,45234,basis_eval,7
516,55440,basis_eval,9
517,4101,basis_eval,0
518,16254,basis_eval,2
519,20980,basis_eval,3
520,51515,basis_eval,8
521,56770,basis_eval,9
522,13586,basis_eval,2
523,25612,basis_eval,4
524,54567,basis_eval,9
525,40298,basis_eval,6
526,45710,basis_eval,7
527,58251,basis_eval,9
528,15472,basis_eval,2
529,10675,basis_eval,1
530,37884,basis_eval,6
531,11040,basis_eval,1
532,40191,basis_eval,6
533,17639,basis_eval,2
534,53791,basis_eval,8
535,54509,basis_eval,9
536,46724,basis_eval,7
537,1137,basis_eval,0
538,6148,basis_eval,1
539,36036,basis_eval,6
540,28226,basis_eval,4
541,27650,basis_eval,4
542,54964,basis_eval,9
543,10147,basis_eval,1
544,42484,basis_eval,7
545,31338,basis_eval,5
546,6821,basis_eval,1
547,3401,basis_eval,0
548,20717,basis_eval,3
549,44500,basis_eval,7
550,59496,basis_eval,9
551,20293,basis_eval,3
552,12516,basis_eval,1
553,51708,basis_eval,8
554,50848,basis_eval,8
555,33793,basis_eval,5
556,59370,basis_eval,9
557,37877,basis_eval,6
558,7476,basis_eval,1
559,54450,basis_eval,9
560,2331,basis_eval,0
561,30341,basis_eval,4
562,14693,basis_eval,2
563,42174,basis_eval,7
564,662,basis_eval,0
565,44843,basis_eval,7
566,18973,basis_eval,3
567,50540,basis_eval,8
568,1206,basis_eval,0
569,4188,basis_eval,0
570,23453,basis_eval,3
571,56735,basis_eval,9
572,35850,basis_eval,5
573,42242,basis_eval,7
574,22108,basis_eval,3
575,16048,basis_eval,2
576,21396,basis_eval,3
577,51832,basis_eval,8
578,8976,basis_eval,1
579,27648,basis_eval,4
580,47185,basis_eval,7
581,9075,basis_eval,1
582,54395,basis_eval,9
583,39373,basis_eval,6
584,55969,basis_eval,9
585,18732,basis_eval,3
586,40332,basis_eval,6
587,32283,basis_eval,5
588,52443,basis_eval,8
589,1672,basis_eval,0
590,8095,basis_eval,1
591,29399,basis_eval,4
592,5906,basis_eval,0
593,52720,basis_eval,8
594,233,basis_eval,0
595,26441,basis_eval,4
596,33126,basis_eval,5
597,56144,basis_eval,9
598,44456,basis_eval,7
599,46102,basis_eval,7
600,5652,basis_eval,0
601,5729,basis_eval,0
602,5195,basis_eval,0
603,56721,basis_eval,9
604,35634,basis_eval,5
605,2531,basis_eval,0
606,21680,basis_eval,3
607,38197,basis_eval,6
608,17268,basis_eval,2
609,9390,basis_eval,1
610,40708,basis_eval,6
611,24979,basis_eval,4
612,14381,basis_eval,2
613,12814,basis_eval,2
614,47153,basis_eval,7
615,39704,basis_eval,6
616,24112,basis_eval,3
617,45871,basis_eval,7
618,8590,basis_eval,1
619,59697,basis_eval,9
620,4767,basis_eval,0
621,51244,basis_eval,8
622,10027,basis_eval,1
623,14979,basis_eval,2
624,33498,basis_eval,5
625,19266,basis_eval,3
626,4004,basis_eval,0
627,39558,basis_eval,6
628,19904,basis_eval,3
629,48079,basis_eval,7
630,39041,basis_eval,6
631,12890,basis_eval,2
632,41507,basis_eval,6
633,34638,basis_eval,5
634,20739,basis_eval,3
635,38625,basis_eval,6
636,49522,basis_eval,8
637,39345,basis_eval,6
638,13567,basis_eval,2
639,19124,basis_eval,3
640,51898,basis_eval,8
641,50507,basis_eval,8
642,49038,basis_eval,8
643,43848,basis_eval,7
644,37601,basis_eval,6
645,38024,basis_eval,6
646,10242,basis_eval,1
647,57731,basis_eval,9
648,39022,basis_eval,6
649,25782,basis_eval,4
650,34115,basis_eval,5
651,41789,basis_eval,6
652,45462,basis_eval,7
653,41704,basis_eval,6
654,2126,basis_eval,0
655,31588,basis_eval,5
656,47778,basis_eval,7
657,43109,basis_eval,7
658,18205,basis_eval,2
659,40102,basis_eval,6
660,40847,basis_eval,6
661,3011,basis_eval,0
662,20511,basis_eval,3
663,36387,basis_eval,6
664,57519,basis_eval,9
665,3042,basis_eval,0
666,28099,basis_eval,4
667,56507,basis_eval,9
668,18524,basis_eval,2
669,11638,basis_eval,1
670,26953,basis_eval,4
671,56074,basis_eval,9
672,24289,basis_eval,3
673,28928,basis_eval,4
674,41416,basis_eval,6
675,51580,basis_eval,8
676,20867,basis_eval,3
677,51893,basis_eval,8
678,46005,basis_eval,7
679,18666,basis_eval,3
680,39540,basis_eval,6
681,12806,basis_eval,2
682,9767,basis_eval,1
683,3106,basis_eval,0
684,22726,basis_eval,3
685,43458,basis_eval,7
686,49889,basis_eval,8
687,15818,basis_eval,2
688,50099,basis_eval,8
689,40477,basis_eval,6
690,28041,basis_eval,4
691,47362,basis_eval,7
692,24326,basis_eval,3
693,2052,basis_eval,0
694,44497,basis_eval,7
695,16134,basis_eval,2
696,50554,basis_eval,8
697,31502,basis_eval,5
698,15031,basis_eval,2
699,6324,basis_eval,1
700,25055,basis_eval,4
701,29319,basis_eval,4
702,49619,basis_eval,8
703,36345,basis_eval,6
704,13570,basis_eval,2
705,43695,basis_eval,7
706,15932,basis_eval,2
707,14603,basis_eval,2
708,41641,basis_eval,6
709,20653,basis_eval,3
710,3510,basis_eval,0
711,6744,basis_eval,1
712,16339,basis_eval,2
713,48208,basis_eval,8
714,34705,basis_eval,5
715,36974,basis_eval,6
716,45778,basis_eval,7
717,43658,basis_eval,7
718,31663,basis_eval,5
719,53396,basis_eval,8
720,31653,basis_eval,5
721,16291,basis_eval,2
722,46179,basis_eval,7
723,35432,basis_eval,5
724,9275,basis_eval,1
725,1157,basis_eval,0
726,9488,basis_eval,1
727,22927,basis_eval,3
728,15415,basis_eval,2
729,33751,basis_eval,5
730,16036,basis_eval,2
731,49440,basis_eval,8
732,16221,basis_eval,2
733,55637,basis_eval,9
734,50413,basis_eval,8
735,25658,basis_eval,4
736,58007,basis_eval,9
737,51625,basis_eval,8
738,39978,basis_eval,6
739,54492,basis_eval,9
740,50487,basis_eval,8
741,11186,basis_eval,1
742,45413,basis_eval,7
743,57163,basis_eval,9
744,28066,basis_eval,4
745,50211,basis_eval,8
746,9039,basis_eval,1
747,10319,basis_eval,1
748,9374,basis_eval,1
749,48577,basis_eval,8
750,59525,basis_eval,9
751,7175,basis_eval,1
752,6813,basis_eval,1
753,11652,basis_eval,1
754,34272,basis_eval,5
755,22625,basis_eval,3
756,8754,basis_eval,1
757,29652,basis_eval,4
758,56324,basis_eval,9
759,40174,basis_eval,6
760,11745,basis_eval,1
761,39039,basis_eval,6
762,15819,basis_eval,2
763,17156,basis_eval,2
764,25798,basis_eval,4
765,38786,basis_eval,6
766,17353,basis_eval,2
767,51055,basis_eval,8
768,13602,basis_eval,2
769,17124,basis_eval,2
770,22276,basis_eval,3
771,58736,basis_eval,9
772,30465,basis_eval,4
773,26234,basis_eval,4
774,12917,basis_eval,2
775,1121,basis_eval,0
776,8543,basis_eval,1
777,4931,basis_eval,0
778,51412,basis_eval,8
779,964,basis_eval,0
780,27823,basis_eval,4
781,24577,basis_eval,3
782,5204,basis_eval,0
783,34260,basis_eval,5
784,2419,basis_eval,0
785,47810,basis_eval,7
786,42921,basis_eval,7
787,37603,basis_eval,6
788,30366,basis_eval,4
789,47990,basis_eval,7
790,45368,basis_eval,7
791,14029,basis_eval,2
792,15028,basis_eval,2
793,22935,basis_eval,3
794,17949,basis_eval,2
795,15507,basis_eval,2
796,18598,basis_eval,2
797,2416,basis_eval,0
798,45835,basis_eval,7
799,21018,basis_eval,3
800,52442,basis_eval,8
801,36876,basis_eval,6
802,54894,basis_eval,9
803,9724,basis_eval,1
804,44740,basis_eval,7
805,14349,basis_eval,2
806,51894,basis_eval,8
807,21112,basis_eval,3
808,42396,basis_eval,7
809,1711,basis_eval,0
810,44516,basis_eval,7
811,33790,basis_eval,5
812,34944,basis_eval,5
813,42431,basis_eval,7
814,23950,basis_eval,3
815,38325,basis_eval,6
816,5434,basis_eval,0
817,10124,basis_eval,1
818,4126,basis_eval,0
819,36004,basis_eval,5
820,33293,basis_eval,5
821,12693,basis_eval,2
822,9780,basis_eval,1
823,14555,basis_eval,2
824,35216,basis_eval,5
825,13841,basis_eval,2
826,14783,basis_eval,2
827,13882,basis_eval,2
828,41615,basis_eval,6
829,48137,basis_eval,7
830,48945,basis_eval,8
831,14931,basis_eval,2
832,6287,basis_eval,1
833,21643,basis_eval,3
834,44144,basis_eval,7
835,55205,basis_eval,9
836,35037,basis_eval,5
837,25650,basis_eval,4
838,59297,basis_eval,9
839,55360,basis_eval,9
840,4920,basis_eval,0
841,7644,basis_eval,1
842,5597,basis_eval,0
843,38410,basis_eval,6
844,32555,basis_eval,5
845,44388,basis_eval,7
846,17304,basis_eval,2
847,54795,basis_eval,9
848,22088,basis_eval,3
849,2651,basis_eval,0
850,53778,basis_eval,8
851,20468,basis_eval,3
852,645,basis_eval,0
853,34951,basis_eval,5
854,33699,basis_eval,5
855,49557,basis_eval,8
856,5177,basis_eval,0
857,5466,basis_eval,0
858,56374,basis_eval,9
859,51062,basis_eval,8
860,53129,basis_eval,8
861,46559,basis_eval,7
862,52893,basis_eval,8
863,54506,basis_eval,9
864,28437,basis_eval,4
865,22852,basis_eval,3
866,1032,basis_eval,0
867,36136,basis_eval,6
868,18578,basis_eval,2
869,37162,basis_eval,6
870,1663,basis_eval,0
871,1951,basis_eval,0
872,53040,basis_eval,8
873,6290,basis_eval,1
874,30740,basis_eval,5
875,45851,basis_eval,7
876,28851,basis_eval,4
877,28026,basis_eval,4
878,55649,basis_eval,9
879,17946,basis_eval,2
880,34307,basis_eval,5
881,20189,basis_eval,3
882,59878,basis_eval,9
883,43705,basis_eval,7
884,16351,basis_eval,2
885,56818,basis_eval,9
886,44245,basis_eval,7
887,30376,basis_eval,4
888,56617,basis_eval,9
889,54959,basis_eval,9
890,57769,basis_eval,9
891,56308,basis_eval,9
892,5275,basis_eval,0
893,54742,basis_eval,9
894,27252,basis_eval,4
895,57055,basis_eval,9
896,43380,basis_eval,7
897,12817,basis_eval,2
898,4892,basis_eval,0
899,40165,basis_eval,6
900,22886,basis_eval,3
901,40872,basis_eval,6
902,7911,basis_eval,1
903,33098,basis_eval,5
904,58639,basis_eval,9
905,43791,basis_eval,7
906,39885,basis_eval,6
907,27523,basis_eval,4
908,45008,basis_eval,7
909,49232,basis_eval,8
910,4917,basis_eval,0
911,35349,basis_eval,5
912,38237,basis_eval,6
913,1946,basis_eval,0
914,54816,basis_eval,9
915,4986,basis_eval,0
916,27976,basis_eval,4
917,26896,basis_eval,4
918,38958,basis_eval,6
919,42059,basis_eval,7
920,3153,basis_eval,0
921,24724,basis_eval,3
922,13188,basis_eval,2
923,50452,basis_eval,8
924,50574,basis_eval,8
925,41188,basis_eval,6
926,39944,basis_eval,6
927,47099,basis_eval,7
928,36297,basis_eval,6
929,24540,basis_eval,3
930,36237,basis_eval,6
931,503,basis_eval,0
932,44913,basis_eval,7
933,18498,basis_eval,2
934,1653,basis_eval,0
935,39842,basis_eval,6
936,16572,basis_eval,2
937,50175,basis_eval,8
938,8109,basis_eval,1
939,15836,basis_eval,2
940,19642,basis_eval,3
941,41659,basis_eval,6
942,5765,basis_eval,0
943,53712,basis_eval,8
944,43701,basis_eval,7
945,17354,basis_eval,2
946,45574,basis_eval,7
947,44882,basis_eval,7
948,13207,basis_eval,2
949,21434,basis_eval,3
950,47471,basis_eval,7
951,14436,basis_eval,2
952,56022,basis_eval,9
953,15532,basis_eval,2
954,36963,basis_eval,6
955,41723,basis_eval,6
956,14484,basis_eval,2
957,28765,basis_eval,4
958,19751,basis_eval,3
959,20533,basis_eval,3
960,35470,basis_eval,5
961,51379,basis_eval,8
962,37239,basis_eval,6
963,28875,basis_eval,4
964,24374,basis_eval,3
965,10607,basis_eval,1
966,26265,basis_eval,4
967,46885,basis_eval,7
968,34467,basis_eval,5
969,40772,basis_eval,6
970,41029,basis_eval,6
971,47276,basis_eval,7
972,2893,basis_eval,0
973,19304,basis_eval,3
974,22976,basis_eval,3
975,42312,basis_eval,7
976,16913,basis_eval,2
977,14410,basis_eval,2
978,48943,basis_eval,8
979,30168,basis_eval,4
980,31967,basis_eval,5
981,34393,basis_eval,5
982,34518,basis_eval,5
983,7616,basis_eval,1
984,44270,basis_eval,7
985,12308,basis_eval,1
986,12879,basis_eval,2
987,36833,basis_eval,6
988,44172,basis_eval,7
989,3760,basis_eval,0
990,35877,basis_eval,5
991,31249,basis_eval,5
992,8780,basis_eval,1
993,39921,basis_eval,6
994,54018,basis_eval,8
995,42568,basis_eval,7
996,37032,basis_eval,6
997,35,basis_eval,0
998,2721,basis_eval,0
999,38951,basis_eval,6
1000,45216,basis_eval,7
1001,15596,basis_eval,2
1002,56183,basis_eval,9
1003,21717,basis_eval,3
1004,25017,basis_eval,4
1005,46118,basis_eval,7
1006,8464,basis_eval,1
1007,43308,basis_eval,7
1008,50480,basis_eval,8
1009,59679,basis_eval,9
1010,29624,basis_eval,4
1011,40445,basis_eval,6
1012,51525,basis_eval,8
1013,33872,basis_eval,5
1014,56520,basis_eval,9
1015,44385,basis_eval,7
1016,11770,basis_eval,1
1017,15365,basis_eval,2
1018,10508,basis_eval,1
1019,4724,basis_eval,0
1020,32417,basis_eval,5
1021,4034,basis_eval,0
1022,39105,basis_eval,6
1023,52902,basis_eval,8
