probe_position,dataset_index,probe_split,label
519,1175,basis_eval,10
520,121,basis_eval,1
521,692,basis_eval,7
522,523,basis_eval,5
523,481,basis_eval,4
524,1145,basis_eval,10
525,304,basis_eval,3
526,95,basis_eval,0
527,47,basis_eval,0
528,1058,basis_eval,9
529,934,basis_eval,8
530,282,basis_eval,2
531,133,basis_eval,1
532,233,basis_eval,2
533,136,basis_eval,1
534,435,basis_eval,4
535,194,basis_eval,1
536,1100,basis_eval,10
537,20,basis_eval,0
538,335,basis_eval,3
539,618,basis_eval,6
540,1003,basis_eval,9
541,507,basis_eval,5
542,130,basis_eval,1
543,898,basis_eval,8
544,833,basis_eval,7
545,40,basis_eval,0
546,668,basis_eval,6
547,607,basis_eval,6
548,1055,basis_eval,9
549,416,basis_eval,4
550,1173,basis_eval,10
551,1116,basis_eval,10
552,421,basis_eval,4
553,718,basis_eval,7
554,544,basis_eval,5
555,706,basis_eval,7
556,1050,basis_eval,9
557,485,basis_eval,4
558,1130,basis_eval,10
559,748,basis_eval,7
560,390,basis_eval,3
561,930,basis_eval,8
562,615,basis_eval,6
563,1081,basis_eval,10
564,1083,basis_eval,10
565,1023,basis_eval,9
566,360,basis_eval,3
567,399,basis_eval,4
568,678,basis_eval,6
569,1057,basis_eval,9
570,33,basis_eval,0
571,828,basis_eval,7
572,58,basis_eval,0
573,480,basis_eval,4
574,1044,basis_eval,9
575,260,basis_eval,2
576,521,basis_eval,5
577,60,basis_eval,0
578,243,basis_eval,2
579,1137,basis_eval,10
580,460,basis_eval,4
581,1112,basis_eval,10
582,434,basis_eval,4
583,448,basis_eval,4
584,927,basis_eval,8
585,1038,basis_eval,9
586,675,basis_eval,6
587,148,basis_eval,1
588,920,basis_eval,8
589,585,basis_eval,5
590,728,basis_eval,7
591,1124,basis_eval,10
592,594,basis_eval,6
593,395,basis_eval,4
594,1126,basis_eval,10
595,864,basis_eval,7
596,960,basis_eval,8
597,192,basis_eval,1
598,856,basis_eval,7
599,378,basis_eval,3
600,744,basis_eval,7
601,997,basis_eval,9
602,1113,basis_eval,10
603,490,basis_eval,5
604,789,basis_eval,7
605,150,basis_eval,1
606,482,basis_eval,4
607,554,basis_eval,5
608,626,basis_eval,6
609,1171,basis_eval,10
610,1127,basis_eval,10
611,287,basis_eval,2
612,858,basis_eval,7
613,432,basis_eval,4
614,522,basis_eval,5
615,151,basis_eval,1
616,109,basis_eval,1
617,488,basis_eval,4
618,754,basis_eval,7
619,343,basis_eval,3
620,1104,basis_eval,10
621,1033,basis_eval,9
622,891,basis_eval,8
623,970,basis_eval,8
624,139,basis_eval,1
625,586,basis_eval,5
626,796,basis_eval,7
627,956,basis_eval,8
628,46,basis_eval,0
629,811,basis_eval,7
630,415,basis_eval,4
631,138,basis_eval,1
632,3,basis_eval,0
633,329,basis_eval,3
634,783,basis_eval,7
635,473,basis_eval,4
636,245,basis_eval,2
637,1087,basis_eval,10
638,349,basis_eval,3
639,882,basis_eval,8
640,943,basis_eval,8
641,67,basis_eval,0
642,541,basis_eval,5
643,568,basis_eval,5
644,1110,basis_eval,10
645,25,basis_eval,0
646,1032,basis_eval,9
647,654,basis_eval,6
648,875,basis_eval,7
649,763,basis_eval,7
650,227,basis_eval,2
651,1072,basis_eval,9
652,479,basis_eval,4
653,836,basis_eval,7
654,438,basis_eval,4
655,1009,basis_eval,9
656,760,basis_eval,7
657,442,basis_eval,4
658,334,basis_eval,3
659,639,basis_eval,6
660,704,basis_eval,7
661,137,basis_eval,1
662,816,basis_eval,7
663,1153,basis_eval,10
664,1066,basis_eval,9
665,588,basis_eval,6
666,271,basis_eval,2
667,391,basis_eval,4
668,388,basis_eval,3
669,1092,basis_eval,10
670,735,basis_eval,7
671,35,basis_eval,0
672,663,basis_eval,6
673,870,basis_eval,7
674,551,basis_eval,5
675,540,basis_eval,5
676,437,basis_eval,4
677,1136,basis_eval,10
678,193,basis_eval,1
679,1018,basis_eval,9
680,834,basis_eval,7
681,161,basis_eval,1
682,713,basis_eval,7
683,982,basis_eval,9
684,88,basis_eval,0
685,952,basis_eval,8
686,259,basis_eval,2
687,530,basis_eval,5
688,106,basis_eval,1
689,1012,basis_eval,9
690,781,basis_eval,7
691,719,basis_eval,7
692,283,basis_eval,2
693,319,basis_eval,3
694,28,basis_eval,0
695,1006,basis_eval,9
696,950,basis_eval,8
697,612,basis_eval,6
698,1120,basis_eval,10
699,420,basis_eval,4
700,1007,basis_eval,9
701,142,basis_eval,1
702,628,basis_eval,6
703,806,basis_eval,7
704,154,basis_eval,1
705,267,basis_eval,2
706,576,basis_eval,5
707,118,basis_eval,1
708,14,basis_eval,0
709,758,basis_eval,7
710,954,basis_eval,8
711,700,basis_eval,7
712,637,basis_eval,6
713,736,basis_eval,7
714,155,basis_eval,1
715,71,basis_eval,0
716,664,basis_eval,6
717,177,basis_eval,1
718,810,basis_eval,7
719,913,basis_eval,8
720,508,basis_eval,5
721,751,basis_eval,7
722,336,basis_eval,3
723,559,basis_eval,5
724,919,basis_eval,8
725,823,basis_eval,7
726,1062,basis_eval,9
727,464,basis_eval,4
728,687,basis_eval,7
729,857,basis_eval,7
730,111,basis_eval,1
731,65,basis_eval,0
732,650,basis_eval,6
733,616,basis_eval,6
734,890,basis_eval,8
735,105,basis_eval,1
736,217,basis_eval,2
737,682,basis_eval,6
738,986,basis_eval,9
739,486,basis_eval,4
740,1020,basis_eval,9
741,977,basis_eval,8
742,75,basis_eval,0
743,153,basis_eval,1
744,1133,basis_eval,10
745,223,basis_eval,2
746,849,basis_eval,7
747,99,basis_eval,1
748,428,basis_eval,4
749,458,basis_eval,4
750,716,basis_eval,7
751,994,basis_eval,9
752,499,basis_eval,5
753,677,basis_eval,6
754,733,basis_eval,7
755,1014,basis_eval,9
756,676,basis_eval,6
757,1065,basis_eval,9
758,228,basis_eval,2
759,1047,basis_eval,9
760,226,basis_eval,2
761,313,basis_eval,3
762,159,basis_eval,1
763,670,basis_eval,6
764,519,basis_eval,5
765,892,basis_eval,8
766,1034,basis_eval,9
767,785,basis_eval,7
768,322,basis_eval,3
769,669,basis_eval,6
770,737,basis_eval,7
771,39,basis_eval,0
772,26,basis_eval,0
773,571,basis_eval,5
774,100,basis_eval,1
775,1158,basis_eval,10
776,280,basis_eval,2
777,799,basis_eval,7
778,820,basis_eval,7
779,249,basis_eval,2
780,909,basis_eval,8
781,1091,basis_eval,10
782,261,basis_eval,2
783,1156,basis_eval,10
784,68,basis_eval,0
785,1027,basis_eval,9
786,122,basis_eval,1
787,734,basis_eval,7
788,965,basis_eval,8
789,190,basis_eval,1
790,401,basis_eval,4
791,665,basis_eval,6
792,1115,basis_eval,10
793,1069,basis_eval,9
794,359,basis_eval,3
795,307,basis_eval,3
796,948,basis_eval,8
797,215,basis_eval,2
798,201,basis_eval,2
799,297,basis_eval,3
800,340,basis_eval,3
801,1068,basis_eval,9
802,174,basis_eval,1
803,1138,basis_eval,10
804,780,basis_eval,7
805,878,basis_eval,7
806,617,basis_eval,6
807,802,basis_eval,7
808,332,basis_eval,3
809,1051,basis_eval,9
810,859,basis_eval,7
811,94,basis_eval,0
812,1042,basis_eval,9
813,983,basis_eval,9
814,895,basis_eval,8
815,569,basis_eval,5
816,926,basis_eval,8
817,404,basis_eval,4
818,469,basis_eval,4
819,502,basis_eval,5
820,131,basis_eval,1
821,216,basis_eval,2
822,1101,basis_eval,10
823,710,basis_eval,7
824,893,basis_eval,8
825,240,basis_eval,2
826,436,basis_eval,4
827,255,basis_eval,2
828,191,basis_eval,1
829,30,basis_eval,0
830,839,basis_eval,7
831,721,basis_eval,7
832,749,basis_eval,7
833,235,basis_eval,2
834,596,basis_eval,6
835,1015,basis_eval,9
836,651,basis_eval,6
837,186,basis_eval,1
838,1143,basis_eval,10
839,620,basis_eval,6
840,545,basis_eval,5
841,55,basis_eval,0
842,774,basis_eval,7
843,1017,basis_eval,9
844,302,basis_eval,3
845,907,basis_eval,8
846,575,basis_eval,5
847,1061,basis_eval,9
848,457,basis_eval,4
849,167,basis_eval,1
850,825,basis_eval,7
851,936,basis_eval,8
852,910,basis_eval,8
853,212,basis_eval,2
854,560,basis_eval,5
855,145,basis_eval,1
856,337,basis_eval,3
857,903,basis_eval,8
858,738,basis_eval,7
859,1167,basis_eval,10
860,935,basis_eval,8
861,871,basis_eval,7
862,958,basis_eval,8
863,397,basis_eval,4
864,50,basis_eval,0
865,1107,basis_eval,10
866,278,basis_eval,2
867,9,basis_eval,0
868,321,basis_eval,3
869,608,basis_eval,6
870,1078,basis_eval,10
871,883,basis_eval,8
872,1086,basis_eval,10
873,21,basis_eval,0
874,277,basis_eval,2
875,1108,basis_eval,10
876,844,basis_eval,7
877,860,basis_eval,7
878,208,basis_eval,2
879,252,basis_eval,2
880,631,basis_eval,6
881,941,basis_eval,8
882,984,basis_eval,9
883,916,basis_eval,8
884,621,basis_eval,6
885,667,basis_eval,6
886,500,basis_eval,5
887,1004,basis_eval,9
888,525,basis_eval,5
889,54,basis_eval,0
890,501,basis_eval,5
891,771,basis_eval,7
892,942,basis_eval,8
893,389,basis_eval,3
894,5,basis_eval,0
895,915,basis_eval,8
